phenotype	true_marker	peak_marker	max_lod	cutoff	non_missing_count	type	pos	chr	pos1	pos2	midpos	gchr	gpos1	gpos2	gposmid
X1_10330000_10335000	1_756	c1.loc74	13.3707938297136	3.01355874386557	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10330000	10335000	10332500
X1_10335000_10340000	1_756	c1.loc74	3.3590387511379	2.91321599942799	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10335000	10340000	10337500
X1_10340000_10345000	1_782	1_782	31.7773455939352	3.13825044671655	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10340000	10345000	10342500
X1_10345000_10350000	1_1597	c1.loc120	6.10302237465227	2.90465201394627	68	Y	1-16148833_1-16331346	1	16148833	16331346	16240089.5	1	10345000	10350000	10347500
X1_10350000_10355000	1_756	c1.loc74	43.995902517846	3.31104958082657	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10350000	10355000	10352500
X1_1035000_1040000	1_2655	1_2655	5.76947330483395	2.99725705531058	68	Y	1-24897631_1-25448206	1	24897631	25448206	25172918.5	1	1035000	1040000	1037500
X1_10355000_10360000	1_799	1_799	8.49379333534347	2.98426156266954	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10355000	10360000	10357500
X1_10370000_10375000	1_819	1_819	5.54410583555359	3.01992306956171	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10370000	10375000	10372500
X1_10375000_10380000	1_782	1_782	19.700188388213	3.04047683470655	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10375000	10380000	10377500
X1_10380000_10385000	1_782	1_782	22.5192619889984	2.99508047675131	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10380000	10385000	10382500
X1_10385000_10390000	1_756	c1.loc74	29.0301728621278	3.03136812554802	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10385000	10390000	10387500
X1_10390000_10395000	1_756	c1.loc74	29.1860970132835	3.1109024477297	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10390000	10395000	10392500
X1_10395000_10400000	1_818	1_818	7.32779049005657	3.09953041235019	68	Y	1-10443840_1-10844820	1	10443840	10844820	10644330	1	10395000	10400000	10397500
X1_10400000_10405000	1_782	1_782	22.3059887894253	3.09739886955678	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10400000	10405000	10402500
X1_1040000_1045000	1_45	c1.loc5	25.7051127327426	3.11392403959646	68	Y	1-556960_1-1146018	1	556960	1146018	851489	1	1040000	1045000	1042500
X1_10410000_10415000	1_782	1_782	35.9994262964948	3.10691089271336	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10410000	10415000	10412500
X1_10415000_10420000	1_756	c1.loc74	39.7853223835667	3.20785322688929	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10415000	10420000	10417500
X1_10420000_10425000	1_782	1_782	15.8908220138984	3.08311437510826	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10420000	10425000	10422500
X1_10425000_10430000	1_799	c1.loc75	21.9552198019887	3.05007628084366	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10425000	10430000	10427500
X1_10430000_10435000	1_782	1_782	8.77211673381204	2.94594303014706	68	Y	1-10059761_1-10488903	1	10059761	10488903	10274332	1	10430000	10435000	10432500
X1_10435000_10440000	1_736	1_736	10.6972325030542	2.93616861391199	68	Y	1-9512575_1-9981570	1	9512575	9981570	9747072.5	1	10435000	10440000	10437500
X1_10440000_10445000	1_2623	1_2623	6.77161888795916	2.9925887207975	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	1	10440000	10445000	10442500
X1_10445000_10450000	1_756	c1.loc74	45.4888286571226	3.06076411890044	68	Y	1-9789195_1-10201583	1	9789195	10201583	9995389	1	10445000	10450000	10447500
X1_1045000_1050000	1_56	1_56	34.7646201616956	3.00365677425318	68	Y	1-680183_1-1257430	1	680183	1257430	968806.5	1	1045000	1050000	1047500
X1_10455000_10460000	1_736	1_736	6.15196656364643	2.99675481466134	68	Y	1-9512575_1-9981570	1	9512575	9981570	9747072.5	1	10455000	10460000	10457500
X1_10460000_10465000	1_809	1_809	38.2449095743678	3.152430535807	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10460000	10465000	10462500
X1_10465000_10470000	1_809	1_809	38.1458681297827	3.10983138096403	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10465000	10470000	10467500
X1_10470000_10475000	1_809	1_809	27.084898887947	3.02843336610113	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10470000	10475000	10472500
X1_10475000_10480000	1_818	c1.loc77	20.6384737353371	2.95545507074018	68	Y	1-10443840_1-10844820	1	10443840	10844820	10644330	1	10475000	10480000	10477500
X1_10480000_10485000	1_809	1_809	38.0043929804678	3.07045266987309	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10480000	10485000	10482500
X1_10485000_10490000	1_809	1_809	18.8205237087999	3.0430012674764	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10485000	10490000	10487500
X1_10490000_10495000	1_809	1_809	16.5889102428739	3.0128560485176	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10490000	10495000	10492500
X1_10495000_10500000	1_736	1_736	40.1485581112732	3.10070812768578	68	Y	1-9512575_1-9981570	1	9512575	9981570	9747072.5	1	10495000	10500000	10497500
X1_10500000_10505000	1_809	c1.loc76	25.2840190593552	3.05472208628743	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10500000	10505000	10502500
X1_1050000_1055000	1_45	c1.loc4	21.6538749632914	3.0045566227061	68	Y	1-556960_1-1146018	1	556960	1146018	851489	1	1050000	1055000	1052500
X1_10510000_10515000	1_809	1_809	55.6817914356273	3.05649778892789	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10510000	10515000	10512500
X1_10515000_10520000	1_809	c1.loc76	29.2752650207602	3.10278693026625	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10515000	10520000	10517500
X1_10525000_10530000	5_547	5_547	8.16786354604857	2.86448270400864	68	Y	5-7185015_5-7632182	5	7185015	7632182	7408598.5	1	10525000	10530000	10527500
X1_10530000_10535000	1_799	1_799	8.46436496147149	2.77849441541576	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10530000	10535000	10532500
X1_10540000_10545000	1_809	1_809	7.08001421376299	2.8811428818506	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10540000	10545000	10542500
X1_10545000_10550000	5_259	5_259	5.34685962711664	2.83060078004749	68	Y	5-3660026_5-4354959	5	3660026	4354959	4007492.5	1	10545000	10550000	10547500
X1_10550000_10555000	1_941	1_941	4.7671210212886	2.4143598915215	68	Y	1-11468052_1-11796672	1	11468052	11796672	11632362	1	10550000	10555000	10552500
X1_1055000_1060000	1_45	c1.loc5	35.377664240735	3.16577272549825	68	Y	1-556960_1-1146018	1	556960	1146018	851489	1	1055000	1060000	1057500
X1_10555000_10560000	1_809	1_809	19.5081181109652	2.98256455505078	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10555000	10560000	10557500
X1_10560000_10565000	1_809	1_809	41.6578647042696	3.17174974736824	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10560000	10565000	10562500
X1_10565000_10570000	1_809	1_809	14.3735020408386	3.03295917877672	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10565000	10570000	10567500
X1_10570000_10575000	1_1542	1_1542	3.61313894270003	2.92373846230634	68	Y	1-15964690_1-16091459	1	15964690	16091459	16028074.5	1	10570000	10575000	10572500
X1_10575000_10580000	1_799	1_799	14.7293582185675	3.04209484836043	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10575000	10580000	10577500
X1_10580000_10585000	1_809	c1.loc76	9.76937490047014	2.97946983516238	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10580000	10585000	10582500
X1_10585000_10590000	1_809	1_809	43.735541609638	2.91880914912734	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10585000	10590000	10587500
X1_10590000_10595000	1_359	1_359	4.35702636538421	2.83278637737428	68	Y	1-4808925_1-5415935	1	4808925	5415935	5112430	1	10590000	10595000	10592500
X1_10595000_10600000	1_809	1_809	12.5604361111541	2.83628947101758	68	Y	1-10360947_1-10701799	1	10360947	10701799	10531373	1	10595000	10600000	10597500
X1_1060000_1065000	1_45	c1.loc4	7.66241042940688	2.76540640070968	68	Y	1-556960_1-1146018	1	556960	1146018	851489	1	1060000	1065000	1062500
X1_10610000_10615000	1_819	1_819	13.2104187815316	2.98232269723057	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10610000	10615000	10612500
X1_10620000_10625000	1_799	c1.loc75	7.63253593163141	2.91732355140402	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10620000	10625000	10622500
X1_10625000_10630000	1_819	1_819	22.7347795079054	3.10330064400731	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10625000	10630000	10627500
X1_10630000_10635000	1_819	1_819	12.2441281534503	2.97552045817569	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10630000	10635000	10632500
X1_10635000_10640000	4_1776	4_1776	3.29086583524465	2.9316334453139	68	Y	4-13145232_4-13656043	4	13145232	13656043	13400637.5	1	10635000	10640000	10637500
X1_10640000_10645000	1_819	1_819	31.0972489708539	3.12669377083446	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10640000	10645000	10642500
X1_10650000_10655000	4_1884	4_1884	3.09855146648255	2.89046230530573	68	Y	4-14436465_4-14939658	4	14436465	14939658	14688061.5	1	10650000	10655000	10652500
X1_1065000_1070000	1_56	1_56	39.4227596296191	3.09303963152056	68	Y	1-680183_1-1257430	1	680183	1257430	968806.5	1	1065000	1070000	1067500
X1_10655000_10660000	1_819	1_819	20.9907356285144	3.12788222132819	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10655000	10660000	10657500
X1_10660000_10665000	5_2031	c5.loc171	3.13802362895754	2.7962890562858	68	Y	5-20413527_5-21560183	5	20413527	21560183	20986855	1	10660000	10665000	10662500
X1_10670000_10675000	1_819	c1.loc79	43.22810671294	3.08530698036472	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10670000	10675000	10672500
X1_10675000_10680000	2_2365	2_2365	1.83825604794693	1.56094335668242	68	Y	2-18264474_2-19232740	2	18264474	19232740	18748607	1	10675000	10680000	10677500
X1_10680000_10685000	1_819	1_819	31.2919872834862	3.06106849133312	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10680000	10685000	10682500
X1_10685000_10690000	1_819	1_819	35.9140546109033	3.06205979168787	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10685000	10690000	10687500
X1_10695000_10700000	2_2357	2_2357	3.18938948613368	2.92017354955271	68	Y	2-18149138_2-19059883	2	18149138	19059883	18604510.5	1	10695000	10700000	10697500
X1_10700000_10705000	1_818	c1.loc78	57.0835164041773	3.10943332614059	68	Y	1-10443840_1-10844820	1	10443840	10844820	10644330	1	10700000	10705000	10702500
X1_1070000_1075000	1_68	1_68	30.4846385078383	3.11621803660616	68	Y	1-915681_1-1434986	1	915681	1434986	1175333.5	1	1070000	1075000	1072500
X1_10705000_10710000	1_962	1_962	2.13965012280634	1.90273729587586	68	Y	1-11653122_1-12030330	1	11653122	12030330	11841726	1	10705000	10710000	10707500
X1_10715000_10720000	1_819	1_819	33.4417416468932	3.05146138262968	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10715000	10720000	10717500
X1_10720000_10725000	1_819	c1.loc79	44.2329832308202	3.14466481589876	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10720000	10725000	10722500
X1_10725000_10730000	1_819	1_819	31.7969082323873	3.17629350283243	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10725000	10730000	10727500
X1_10735000_10740000	1_819	1_819	15.3741473302889	3.03024300671461	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10735000	10740000	10737500
X1_10740000_10745000	1_819	1_819	20.2762519564023	3.05848961493372	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10740000	10745000	10742500
X1_10745000_10750000	1_819	c1.loc79	42.492733682125	3.12961864935619	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10745000	10750000	10747500
X1_10750000_10755000	1_818	c1.loc78	13.4500353079973	2.9994099895195	68	Y	1-10443840_1-10844820	1	10443840	10844820	10644330	1	10750000	10755000	10752500
X1_1075000_1080000	1_68	c1.loc7	23.540079099308	3.05217670544139	68	Y	1-915681_1-1434986	1	915681	1434986	1175333.5	1	1075000	1080000	1077500
X1_10755000_10760000	1_852	c1.loc80	17.3926261237496	3.10561851309583	68	Y	1-10744609_1-11115479	1	10744609	11115479	10930044	1	10755000	10760000	10757500
X1_10760000_10765000	1_819	1_819	28.9048588450794	3.10467739559413	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10760000	10765000	10762500
X1_10765000_10770000	1_819	1_819	43.3757542572982	3.06815986910298	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10765000	10770000	10767500
X1_10770000_10775000	1_819	1_819	30.491473216878	3.03875290299511	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10770000	10775000	10772500
X1_10775000_10780000	2_2302	c2.loc128	4.53523625976342	2.89972276177194	68	Y	2-16957504_2-17881984	2	16957504	17881984	17419744	1	10775000	10780000	10777500
X1_10780000_10785000	1_819	1_819	43.9186582364386	3.20036154576053	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10780000	10785000	10782500
X1_10785000_10790000	1_819	1_819	33.7555151538445	3.20540713359859	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10785000	10790000	10787500
X1_10790000_10795000	1_819	1_819	28.3961969748406	3.04691083794287	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10790000	10795000	10792500
X1_10795000_10800000	1_819	1_819	38.445738384985	3.04341525626201	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10795000	10800000	10797500
X1_10800000_10805000	5_1955	5_1955	3.56786388392983	2.83353000374058	68	Y	5-17495999_5-18954913	5	17495999	18954913	18225456	1	10800000	10805000	10802500
X1_1080000_1085000	1_68	1_68	6.56003894489318	2.91823432426606	68	Y	1-915681_1-1434986	1	915681	1434986	1175333.5	1	1080000	1085000	1082500
X1_10805000_10810000	1_799	1_799	5.97624483970357	2.86832142647283	68	Y	1-10229048_1-10633097	1	10229048	10633097	10431072.5	1	10805000	10810000	10807500
X1_10810000_10815000	1_819	1_819	22.258923315792	2.98429568897721	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10810000	10815000	10812500
X1_10815000_10820000	1_819	1_819	22.0871682557097	2.99393536609115	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10815000	10820000	10817500
X1_10820000_10825000	1_819	c1.loc79	43.1903132860307	3.0940258581307	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10820000	10825000	10822500
X1_10825000_10830000	1_819	1_819	35.7710251952582	2.96139527879909	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10825000	10830000	10827500
X1_10830000_10835000	1_819	1_819	40.4414561225232	2.97488970622319	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10830000	10835000	10832500
X1_10835000_10840000	1_819	1_819	36.2259863632803	3.00269660009489	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10835000	10840000	10837500
X1_10840000_10845000	1_819	1_819	34.039021228402	3.03921735378572	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10840000	10845000	10842500
X1_10845000_10850000	1_819	1_819	27.1673247209821	2.92628990858117	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10845000	10850000	10847500
X1_1085000_1090000	1_68	1_68	46.9333094050415	3.26976896352276	68	Y	1-915681_1-1434986	1	915681	1434986	1175333.5	1	1085000	1090000	1087500
X1_10855000_10860000	1_819	1_819	44.9287845220507	3.20255384665547	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10855000	10860000	10857500
X1_10860000_10865000	1_819	c1.loc79	9.56267395698859	3.03437445398166	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10860000	10865000	10862500
X1_10865000_10870000	2_2302	2_2302	2.77528458852115	2.6553738220483	68	Y	2-16957504_2-17881984	2	16957504	17881984	17419744	1	10865000	10870000	10867500
X1_10875000_10880000	1_819	c1.loc79	25.6094326753948	3.01290756452839	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10875000	10880000	10877500
X1_10880000_10885000	1_819	1_819	21.7022659677304	3.05280787595989	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10880000	10885000	10882500
X1_10885000_10890000	1_819	1_819	39.6049069923496	3.18913219630633	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10885000	10890000	10887500
X1_10895000_10900000	1_819	1_819	2.95037206576619	2.8881703591547	68	Y	1-10451362_1-10853302	1	10451362	10853302	10652332	1	10895000	10900000	10897500
X1_10900000_10905000	3_893	3_893	3.01854156463165	2.88835952283022	68	Y	3-10840525_3-11447754	3	10840525	11447754	11144139.5	1	10900000	10905000	10902500
X1_1090000_1095000	1_68	c1.loc7	33.5081090550294	3.01456440259948	68	Y	1-915681_1-1434986	1	915681	1434986	1175333.5	1	1090000	1095000	1092500
X1_10905000_10910000	1_852	1_852	39.0417013554461	3.0084297275394	68	Y	1-10744609_1-11115479	1	10744609	11115479	10930044	1	10905000	10910000	10907500
