phenotype	true_marker	peak_marker	max_lod	cutoff	non_missing_count	type	pos	chr	pos1	pos2	midpos	gchr	gpos1	gpos2	gposmid
X1_8555000_8560000	1_2623	c1.loc186	4.82587739685727	2.93642971786801	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	1	8555000	8560000	8557500
X2_10970000_10975000	1_2623	c1.loc186	6.40685886455097	2.81149317161725	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	10970000	10975000	10972500
X2_13480000_13485000	1_2623	c1.loc185	7.41988934628278	2.74373673037611	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	13480000	13485000	13482500
X2_13560000_13565000	1_2623	1_2623	3.21897308558395	2.88554015167931	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	13560000	13565000	13562500
X2_13850000_13855000	1_2623	c1.loc185	3.15036592100643	2.89766101272312	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	13850000	13855000	13852500
X2_14015000_14020000	1_2623	1_2623	3.35987428932029	2.79718676384424	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	14015000	14020000	14017500
X2_16165000_16170000	1_2623	c1.loc186	7.4308954030777	3.08497348186497	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	16165000	16170000	16167500
X2_16510000_16515000	1_2623	c1.loc186	7.66913914023917	2.89983162491504	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	16510000	16515000	16512500
X2_17020000_17025000	1_2623	c1.loc186	12.4268832524725	2.93662143747677	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	17020000	17025000	17022500
X2_17910000_17915000	1_2623	1_2623	3.43019789476151	2.94357611002553	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	17910000	17915000	17912500
X2_2110000_2115000	1_2623	1_2623	3.10175130686137	2.88303940385981	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	2110000	2115000	2112500
X2_2255000_2260000	1_2623	1_2623	3.57571032475434	2.84689879983085	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	2255000	2260000	2257500
X2_2265000_2270000	1_2623	c1.loc186	4.8779923574814	2.98942022540867	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	2265000	2270000	2267500
X2_2980000_2985000	1_2623	c1.loc186	13.3772274531803	2.99152870909643	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	2980000	2985000	2982500
X2_310000_315000	1_2623	1_2623	10.0431643266506	3.03791092443834	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	310000	315000	312500
X2_3730000_3735000	1_2623	1_2623	4.16519415651705	2.87408934284494	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	3730000	3735000	3732500
X2_4150000_4155000	1_2623	1_2623	4.15749432128337	2.83473624249354	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	4150000	4155000	4152500
X2_5140000_5145000	1_2623	1_2623	4.66524400465157	2.86675758090269	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	5140000	5145000	5142500
X2_6155000_6160000	1_2623	1_2623	9.91213726897566	3.01182363081955	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	6155000	6160000	6157500
X2_7330000_7335000	1_2623	c1.loc186	6.88575363203775	2.80072113977516	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	7330000	7335000	7332500
X2_8290000_8295000	1_2623	c1.loc186	5.53426198751461	3.08073704279516	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	8290000	8295000	8292500
X2_9795000_9800000	1_2623	c1.loc186	4.70402532480053	2.97453306119931	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	2	9795000	9800000	9797500
X3_10220000_10225000	1_2623	1_2623	4.45229695378698	3.00164551275734	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	10220000	10225000	10222500
X3_10245000_10250000	1_2623	c1.loc186	5.99041705754499	3.0244053963387	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	10245000	10250000	10247500
X3_10625000_10630000	1_2623	1_2623	6.22893823104941	2.99398046060754	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	10625000	10630000	10627500
X3_11010000_11015000	1_2623	c1.loc185	11.1991038822946	2.88107437737135	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	11010000	11015000	11012500
X3_11655000_11660000	1_2623	1_2623	2.08837725974863	2.00653804156167	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	11655000	11660000	11657500
X3_11680000_11685000	1_2623	1_2623	3.76504565219258	2.91613581340019	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	11680000	11685000	11682500
X3_11685000_11690000	1_2623	1_2623	6.91217305610198	2.76211334575208	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	11685000	11690000	11687500
X3_11720000_11725000	1_2623	c1.loc186	10.3551617573312	3.05639564191796	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	11720000	11725000	11722500
X3_12025000_12030000	1_2623	1_2623	3.75137302039855	2.9578392866083	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	12025000	12030000	12027500
X3_1325000_1330000	1_2623	1_2623	5.31363567785839	3.00880763296422	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	1325000	1330000	1327500
X3_13495000_13500000	1_2623	c1.loc186	6.76394176655538	2.87440025069053	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	13495000	13500000	13497500
X3_14065000_14070000	1_2623	1_2623	3.85523474621638	3.09027082887561	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	14065000	14070000	14067500
X3_14170000_14175000	1_2623	1_2623	3.66140282544482	2.77954553196193	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	14170000	14175000	14172500
X3_18630000_18635000	1_2623	c1.loc186	26.5493316559166	3.03052295945263	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	18630000	18635000	18632500
X3_19730000_19735000	1_2623	1_2623	4.53368634588443	2.76606031680531	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	19730000	19735000	19732500
X3_2080000_2085000	1_2623	c1.loc186	6.66483785809203	3.184699468542	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	2080000	2085000	2082500
X3_2145000_2150000	1_2623	c1.loc185	6.42232627576549	2.95543985955343	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	2145000	2150000	2147500
X3_22145000_22150000	1_2623	c1.loc186	7.73082911819983	2.91314475666005	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	22145000	22150000	22147500
X3_2365000_2370000	1_2623	1_2623	5.56839977573272	3.02793017143013	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	2365000	2370000	2367500
X3_3040000_3045000	1_2623	1_2623	7.69553021113896	2.94364805316093	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	3040000	3045000	3042500
X3_3150000_3155000	1_2623	c1.loc186	5.06025264970307	3.01482098666194	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	3150000	3155000	3152500
X3_3820000_3825000	1_2623	c1.loc186	5.59670298671311	3.00120680708519	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	3820000	3825000	3822500
X3_4265000_4270000	1_2623	c1.loc186	4.15596039900412	2.956367013908	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	4265000	4270000	4267500
X3_4425000_4430000	1_2623	c1.loc186	7.41427959551064	3.06278854940435	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	4425000	4430000	4427500
X3_4945000_4950000	1_2623	c1.loc186	4.79361030995482	3.00656569129501	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	4945000	4950000	4947500
X3_7145000_7150000	1_2623	c1.loc186	5.93142825917658	2.98972251153898	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	7145000	7150000	7147500
X3_7320000_7325000	1_2623	c1.loc186	3.47483187956351	2.84073387247651	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	7320000	7325000	7322500
X3_7880000_7885000	1_2623	c1.loc186	6.18858341619746	2.98147863682487	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	7880000	7885000	7882500
X3_8435000_8440000	1_2623	1_2623	5.44980536180293	2.72097850570908	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	8435000	8440000	8437500
X3_8960000_8965000	1_2623	c1.loc185	5.30566351082263	2.81650426227479	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	8960000	8965000	8962500
X3_9060000_9065000	1_2623	1_2623	3.66599593660314	2.86564898772646	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	3	9060000	9065000	9062500
X4_10320000_10325000	1_2623	c1.loc186	4.45464381854325	2.91751492181544	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	10320000	10325000	10322500
X4_10535000_10540000	1_2623	1_2623	16.9523310239803	2.94585971068779	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	10535000	10540000	10537500
X4_11795000_11800000	1_2623	1_2623	6.08456626549373	2.89046797539082	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	11795000	11800000	11797500
X4_12435000_12440000	1_2623	1_2623	10.5450237130028	2.85961424600702	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	12435000	12440000	12437500
X4_13305000_13310000	1_2623	1_2623	6.84498542758163	2.89264882049079	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	13305000	13310000	13307500
X4_140000_145000	1_2623	c1.loc186	2.82738202407403	2.78699326947666	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	140000	145000	142500
X4_14580000_14585000	1_2623	1_2623	9.07947428654212	3.05801531657238	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	14580000	14585000	14582500
X4_15080000_15085000	1_2623	1_2623	3.11270006329295	2.89928037768967	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	15080000	15085000	15082500
X4_15910000_15915000	1_2623	c1.loc186	6.16635326995905	2.78868850461163	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	15910000	15915000	15912500
X4_17445000_17450000	1_2623	c1.loc185	6.24215544446476	2.96420430541787	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	17445000	17450000	17447500
X4_18045000_18050000	1_2623	c1.loc186	8.0922049840162	3.04651891753689	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	18045000	18050000	18047500
X4_18255000_18260000	1_2623	c1.loc186	3.97166283073793	3.01769865177835	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	18255000	18260000	18257500
X4_18540000_18545000	1_2623	c1.loc186	8.46555613306285	3.07510458240902	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	18540000	18545000	18542500
X4_2040000_2045000	1_2623	1_2623	3.89993315523851	2.78449815060803	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	2040000	2045000	2042500
X4_2280000_2285000	1_2623	1_2623	3.6438506317343	2.81904238865136	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	2280000	2285000	2282500
X4_3270000_3275000	1_2623	1_2623	3.57845118151764	2.86181620078758	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3270000	3275000	3272500
X4_3390000_3395000	1_2623	1_2623	5.64831148764445	2.89375004806598	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3390000	3395000	3392500
X4_3505000_3510000	1_2623	1_2623	6.33537215232387	2.6506149370245	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3505000	3510000	3507500
X4_3675000_3680000	1_2623	1_2623	4.13125002488923	2.88293775702958	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3675000	3680000	3677500
X4_3695000_3700000	1_2623	1_2623	4.21061607921895	2.38407407386266	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3695000	3700000	3697500
X4_3835000_3840000	1_2623	1_2623	3.96046022745176	2.68970956475893	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3835000	3840000	3837500
X4_3870000_3875000	1_2623	1_2623	3.90085790797842	2.80649949359122	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3870000	3875000	3872500
X4_3990000_3995000	1_2623	1_2623	6.17752597515343	2.87253691636662	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	3990000	3995000	3992500
X4_4060000_4065000	1_2623	1_2623	6.06662146433289	2.93866160950905	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	4060000	4065000	4062500
X4_5250000_5255000	1_2623	c1.loc185	10.8227551538508	3.01570043516998	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	5250000	5255000	5252500
X4_5290000_5295000	1_2623	1_2623	6.80751333388511	2.74201623652467	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	5290000	5295000	5292500
X4_5385000_5390000	1_2623	c1.loc185	4.2609445220878	2.74202404857315	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	5385000	5390000	5387500
X4_9685000_9690000	1_2623	1_2623	3.0881260004569	2.08650461394439	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	4	9685000	9690000	9687500
X5_1080000_1085000	1_2623	c1.loc185	3.40886045996737	3.08899447426485	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	1080000	1085000	1082500
X5_11050000_11055000	1_2623	1_2623	4.5749650409568	2.88708625654835	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11050000	11055000	11052500
X5_11075000_11080000	1_2623	1_2623	4.79882855966349	2.98902806116751	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11075000	11080000	11077500
X5_11120000_11125000	1_2623	1_2623	4.09890202162151	2.87350549168372	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11120000	11125000	11122500
X5_11125000_11130000	1_2623	1_2623	5.57681095265072	2.77011420446476	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11125000	11130000	11127500
X5_11130000_11135000	1_2623	1_2623	6.37060669950206	2.96603636882704	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11130000	11135000	11132500
X5_11135000_11140000	1_2623	1_2623	2.75334436658284	1.66055248038784	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11135000	11140000	11137500
X5_11150000_11155000	1_2623	1_2623	2.2935705602995	2.09200497547192	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11150000	11155000	11152500
X5_11195000_11200000	1_2623	1_2623	4.13026590457521	2.62310833894855	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11195000	11200000	11197500
X5_11210000_11215000	1_2623	1_2623	4.45225494539771	2.95358553837405	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11210000	11215000	11212500
X5_11290000_11295000	1_2623	c1.loc186	2.95552797754192	2.85752567452971	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11290000	11295000	11292500
X5_11640000_11645000	1_2623	1_2623	3.45108374966149	2.8549873847436	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	11640000	11645000	11642500
X5_12165000_12170000	1_2623	c1.loc186	3.08833751896549	3.01287869134547	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	12165000	12170000	12167500
X5_13330000_13335000	1_2623	1_2623	8.92487028509089	2.84701958493439	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	13330000	13335000	13332500
X5_13725000_13730000	1_2623	1_2623	15.4665368487723	2.97815585849878	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	13725000	13730000	13727500
X5_1440000_1445000	1_2623	1_2623	5.03553209247882	2.78043110038722	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	1440000	1445000	1442500
X5_15055000_15060000	1_2623	1_2623	5.34716463603776	3.02149455846627	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	15055000	15060000	15057500
X5_15745000_15750000	1_2623	1_2623	13.9349161035485	2.90163873958585	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	15745000	15750000	15747500
X5_15910000_15915000	1_2623	c1.loc185	7.06085575371525	2.5539638410335	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	15910000	15915000	15912500
X5_16540000_16545000	1_2623	1_2623	3.71340447919209	3.0568092528209	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	16540000	16545000	16542500
X5_16785000_16790000	1_2623	c1.loc185	6.83183622782521	2.90365459889614	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	16785000	16790000	16787500
X5_17170000_17175000	1_2623	1_2623	5.67751786114664	2.93178215208569	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	17170000	17175000	17172500
X5_17385000_17390000	1_2623	1_2623	5.89374111013412	3.0302358429967	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	17385000	17390000	17387500
X5_18270000_18275000	1_2623	c1.loc186	4.30834312441259	2.83584395805178	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18270000	18275000	18272500
X5_18280000_18285000	1_2623	c1.loc186	7.02750754130858	2.97443200502976	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18280000	18285000	18282500
X5_18385000_18390000	1_2623	1_2623	5.5030149180872	3.05564740078121	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18385000	18390000	18387500
X5_18500000_18505000	1_2623	1_2623	4.49867972610587	2.9122841028865	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18500000	18505000	18502500
X5_18615000_18620000	1_2623	c1.loc186	5.39420987518736	2.99022280806477	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18615000	18620000	18617500
X5_18720000_18725000	1_2623	c1.loc185	5.6730165938984	3.09030564584109	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	18720000	18725000	18722500
X5_19070000_19075000	1_2623	c1.loc185	8.86919553588712	2.98099405240712	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	19070000	19075000	19072500
X5_19405000_19410000	1_2623	1_2623	3.60199483715196	2.70583629208861	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	19405000	19410000	19407500
X5_19875000_19880000	1_2623	1_2623	10.1685845607754	2.9232699230194	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	19875000	19880000	19877500
X5_19970000_19975000	1_2623	1_2623	14.9495569040944	3.13102113198191	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	19970000	19975000	19972500
X5_20010000_20015000	1_2623	1_2623	3.14619820036926	2.89466359425836	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	20010000	20015000	20012500
X5_21345000_21350000	1_2623	1_2623	2.87692701385636	2.68582952554212	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	21345000	21350000	21347500
X5_21490000_21495000	1_2623	c1.loc186	8.02140405341859	3.0242473682143	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	21490000	21495000	21492500
X5_21550000_21555000	1_2623	c1.loc185	9.45120798946726	2.85197463656998	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	21550000	21555000	21552500
X5_22600000_22605000	1_2623	c1.loc185	4.12301154299679	2.78932455939955	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	22600000	22605000	22602500
X5_22765000_22770000	1_2623	c1.loc186	6.51834728541785	2.89601564356647	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	22765000	22770000	22767500
X5_25100000_25105000	1_2623	c1.loc186	3.26308241999384	3.0968950413141	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	25100000	25105000	25102500
X5_26300000_26305000	1_2623	1_2623	8.62696231327899	3.02820272506524	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	26300000	26305000	26302500
X5_6575000_6580000	1_2623	1_2623	4.04060105310006	2.87179443905025	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	6575000	6580000	6577500
X5_7305000_7310000	1_2623	1_2623	5.49841779939369	2.98569408532796	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	7305000	7310000	7307500
X5_8060000_8065000	1_2623	c1.loc186	11.870320415117	2.98855247480265	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	8060000	8065000	8062500
X5_8320000_8325000	1_2623	1_2623	6.01391620476345	2.92897485588154	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	8320000	8325000	8322500
X5_9830000_9835000	1_2623	1_2623	15.5378196612574	2.83818748741588	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	9830000	9835000	9832500
X5_9960000_9965000	1_2623	1_2623	7.0914547884843	3.01582918801772	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	5	9960000	9965000	9962500
